"Date","Site","Vegetative.Shoot","Reproductive.Shoot","Seed.Pods","shoots.measured.for.wasting","shoots.with.wasting","Percent.Wasting","seeds","Leaf.Biomass","Below.Biomass","Total.AFDW","Algae.Biomass","Detrutis.Biomass","Epiphyte.Biomass","Ave.Leaf.Length","Ave.Leaf.Width","Leaf.Dry","Leaf.Ashed","Below.Dry","Below.Ashed","Algae.Dry","Algae.Ashed","Detritus.Dry","Detritus.Ashed","epipyte.dry","eppipyte.ashed","seed.dry.wt.","seed.ash.wt.","Date2","Leaf_AFDW","Below_AFDW","Algae_AFDW","Detritus_AFDW","Epipyte_AFDW","Seed_AFDW","Total_AFDW","Year"
2000-07-12,"Marsh Elder",19,0,NA,19,0,0,NA,0.7,2.609,3.309,0.00219999999999998,0.478000000000002,0,14.9263157894737,22.1066666666667,7.54,6.84,10.854,8.245,1.422,1.4198,27.292,26.814,NA,NA,NA,NA,2000.52977412731,0.7,2.609,0.00219999999999998,0.478000000000002,NA,NA,3.7892,"2000"
2000-07-12,"Marsh Elder",8,0,NA,8,0,0,NA,0.109999999999999,1.46,1.57,0,0.349999999999998,0,8.2875,18.575,7.06,6.95,9.38,7.92,NA,NA,28.74,28.39,NA,NA,NA,NA,2000.52977412731,0.109999999999999,1.46,NA,0.349999999999998,NA,NA,1.92,"2000"
2000-07-12,"Marsh Elder",14,0,NA,14,0,0,NA,0.265000000000001,1.748,2.013,0.00239999999999996,0.649000000000001,0,10.0142857142857,17.02,7.24,6.975,9.38,7.632,1.4148,1.4124,27.84,27.191,NA,NA,NA,NA,2000.52977412731,0.265000000000001,1.748,0.00239999999999996,0.649000000000001,NA,NA,2.6644,"2000"
2000-07-12,"Marsh Elder",21,0,NA,21,0,0,NA,0.8202,3.5022,4.3224,0,0.0740000000000016,0,16.0666666666667,22.9058823529412,7.927,7.1068,12.654,9.1518,NA,NA,30.093,30.019,NA,NA,NA,NA,2000.52977412731,0.8202,3.5022,NA,0.0740000000000016,NA,NA,4.3964,"2000"
2000-07-12,"Shelter Island",26,0,NA,26,0,0,NA,2.194,2.599,4.793,0.0873999999999999,1.83,0,19.7692307692308,2.26923076923077,9.474,7.28,10.892,8.293,1.528,1.4406,30.66,28.83,NA,NA,NA,NA,2000.52977412731,2.194,2.599,0.0873999999999999,1.83,NA,NA,6.7104,"2000"
2000-07-12,"Shelter Island",30,0,NA,30,0,0,NA,0.93,2.12,3.05,0.00770000000000004,0.692999999999998,0,10.8633333333333,2.33333333333333,8.196,7.266,9.501,7.381,1.429,1.4213,25.339,24.646,NA,NA,NA,NA,2000.52977412731,0.93,2.12,0.00770000000000004,0.692999999999998,NA,NA,3.7507,"2000"
2000-07-12,"Shelter Island",23,0,NA,23,0,0,NA,3.696,2.954,6.65,0.0132000000000001,0.277000000000001,0,41.0130434782609,3.17391304347826,11.479,7.783,12.786,9.832,1.4568,1.4436,29.228,28.951,NA,NA,NA,NA,2000.52977412731,3.696,2.954,0.0132000000000001,0.277000000000001,NA,NA,6.9402,"2000"
2000-07-12,"Shelter Island",20,0,NA,20,0,0,NA,1.764,1.962,3.726,0.0138,1.41,0,30.555,2.2,8.66,6.896,9.52,7.558,1.4462,1.4324,26.82,25.41,NA,NA,NA,NA,2000.52977412731,1.764,1.962,0.0138,1.41,NA,NA,5.1498,"2000"
2000-07-12,"Shelter Island",8,0,NA,8,0,0,NA,2.255,1.615,3.87,0.00850000000000017,1.782,0,47.0875,3,9.46,7.205,9.96,8.345,1.4144,1.4059,35.46,33.678,NA,NA,NA,NA,2000.52977412731,2.255,1.615,0.00850000000000017,1.782,NA,NA,5.6605,"2000"
2000-07-12,"Shelter Island",11,0,NA,10,0,0,NA,0.453,1.408,1.861,0.00390000000000001,1.201,0,7.6,2.18181818181818,7.019,6.566,9.057,7.649,1.4086,1.4047,24.618,23.417,NA,NA,NA,NA,2000.52977412731,0.453,1.408,0.00390000000000001,1.201,NA,NA,3.0659,"2000"
2000-08-10,"Shelter Island",27,0,NA,22,0,0,NA,1.181,2.284,3.465,0,0.172999999999998,0.0230999999999999,10.9318181818182,2.25925925925926,8.332,7.151,11.771,9.487,NA,NA,27.967,27.794,1.5369,1.5138,NA,NA,2000.60917180014,1.181,2.284,NA,0.172999999999998,0.0230999999999999,NA,3.6611,"2000"
2000-08-10,"Shelter Island",16,0,NA,16,0,0,NA,1.327,3.62,4.947,0,0.158000000000001,0.0251000000000001,13.275,2.4375,8.584,7.257,10.195,6.575,NA,NA,22.376,22.218,1.5519,1.5268,NA,NA,2000.60917180014,1.327,3.62,NA,0.158000000000001,0.0251000000000001,NA,5.1301,"2000"
2000-08-10,"Shelter Island",10,0,NA,9,0,0,NA,0.552,2.158,2.71,0,0.0609999999999999,0.0164,17.0888888888889,2.4,7.631,7.079,7.757,5.599,NA,NA,27.386,27.325,1.5479,1.5315,NA,NA,2000.60917180014,0.552,2.158,NA,0.0609999999999999,0.0164,NA,2.7874,"2000"
2000-08-10,"Shelter Island",12,0,NA,12,0,0,NA,1.1813,0.744999999999999,1.9263,0.00170000000000003,0.628,0.0555999999999999,12.925,2.41666666666667,8.6333,7.452,8.562,7.817,1.4393,1.4376,28.522,27.894,1.6418,1.5862,NA,NA,2000.60917180014,1.1813,0.744999999999999,0.00170000000000003,0.628,0.0555999999999999,NA,2.6116,"2000"
2000-08-10,"Shelter Island",28,0,NA,25,0,0,NA,1.567,1.549,3.116,0.00819999999999999,0.271999999999998,0.0092000000000001,14.2,2.57142857142857,9.196,7.629,9.291,7.742,1.4218,1.4136,31.116,30.844,1.4447,1.4355,NA,NA,2000.60917180014,1.567,1.549,0.00819999999999999,0.271999999999998,0.0092000000000001,NA,3.4054,"2000"
2000-08-10,"Shelter Island",21,0,NA,19,0,0,NA,0.769,3.731,4.5,0.00300000000000011,1.74,0.0185,12.2947368421053,1.95238095238095,8.131,7.362,19.251,15.52,1.4248,1.4218,15.408,13.668,1.4875,1.469,NA,NA,2000.60917180014,0.769,3.731,0.00300000000000011,1.74,0.0185,NA,6.2615,"2000"
2000-08-10,"Marsh Elder",29,0,NA,26,0,0,NA,0.62,1.533,2.153,0.000499999999999945,0.175999999999998,0,11.6807692307692,15.348,7.415,6.795,9.424,7.891,1.414,1.4135,25.118,24.942,NA,NA,NA,NA,2000.60917180014,0.62,1.533,0.000499999999999945,0.175999999999998,NA,NA,2.3295,"2000"
2000-08-10,"Marsh Elder",22,0,NA,20,0,0,NA,0.471,1.833,2.304,0,0.342000000000002,0,12.525,17.3611111111111,7.396,6.925,10.265,8.432,NA,NA,25.411,25.069,NA,NA,NA,NA,2000.60917180014,0.471,1.833,NA,0.342000000000002,NA,NA,2.646,"2000"
2000-08-10,"Marsh Elder",22,0,NA,21,0,0,NA,0.909,2.992,3.901,0,0.970999999999997,0,15.2571428571429,21.2444444444444,8,7.091,18.679,15.687,NA,NA,38.439,37.468,NA,NA,NA,NA,2000.60917180014,0.909,2.992,NA,0.970999999999997,NA,NA,4.872,"2000"
2000-08-10,"Marsh Elder",15,0,NA,9,0,0,NA,0.262,2.401,2.663,0,0.401,0,14.0888888888889,14.8,6.909,6.647,10.943,8.542,NA,NA,27.783,27.382,NA,NA,NA,NA,2000.60917180014,0.262,2.401,NA,0.401,NA,NA,3.064,"2000"
2000-08-10,"Marsh Elder",22,0,NA,22,0,0,NA,1.03,2.083,3.113,0,0.321000000000005,0,17.8,24.8666666666667,7.994,6.964,65.42,63.337,NA,NA,43.066,42.745,NA,NA,NA,NA,2000.60917180014,1.03,2.083,NA,0.321000000000005,NA,NA,3.434,"2000"
2000-08-10,"Marsh Elder",43,0,NA,40,0,0,NA,1.336,3.822,5.158,0,0.456000000000003,0,15.1578947368421,18.4615384615385,8.331,6.995,18.841,15.019,NA,NA,43.448,42.992,NA,NA,NA,NA,2000.60917180014,1.336,3.822,NA,0.456000000000003,NA,NA,5.614,"2000"
2001-05-21,"Barnegat Inlet",19,0,0,12,1,0.0833333333333333,0,0.337000000000001,2.216,2.553,-0.360000000000003,0.589000000000002,0,10.0266666666667,1.68421052631579,7.397,7.06,10.888,8.672,28.499,28.859,29.129,28.54,NA,NA,NA,NA,2001.38672142368,0.337000000000001,2.216,NA,0.589000000000002,NA,NA,3.142,"2001"
2001-05-21,"Barnegat Inlet",7,0,0,7,2,0.285714285714286,0,0.246,0.722999999999999,0.968999999999999,0.404,0,-0.00099999999999989,22.7142857142857,1.71428571428571,7.24,6.994,8.87,8.147,2,1.596,NA,NA,1.55,1.551,NA,NA,2001.38672142368,0.246,0.722999999999999,0.404,NA,NA,NA,1.373,"2001"
2001-05-21,"Barnegat Inlet",21,0,0,21,0,0,0,0.712,2.683,3.395,0.286,0.561,0,12.5952380952381,2.64285714285714,7.7,6.988,11.33,8.647,2.3,2.014,3.097,2.536,NA,NA,NA,NA,2001.38672142368,0.712,2.683,0.286,0.561,NA,NA,4.242,"2001"
2001-05-21,"Shelter Island",8,0,0,8,1,0.125,0,0.18,1.472,1.652,0.024,0,0.00600000000000001,14.375,2.0625,7.16,6.98,9.48,8.008,1.96,1.936,NA,NA,1.54,1.534,NA,NA,2001.38672142368,0.18,1.472,0.024,NA,0.00600000000000001,NA,1.682,"2001"
2001-05-21,"Shelter Island",6,1,2,6,1,0.166666666666667,0,0.0800000000000001,1.67,1.75,0.13,0,0.02,7.16666666666667,2,6.9,6.82,9.5,7.83,2.1,1.97,NA,NA,1.5,1.48,NA,NA,2001.38672142368,0.0800000000000001,1.67,0.13,NA,0.02,NA,1.9,"2001"
2001-05-21,"Shelter Island",15,0,0,13,1,0.0769230769230769,0,0.485,1.621,2.106,-0.00600000000000001,0,0.0430000000000001,11.8076923076923,1.88461538461538,7.4,6.915,9.7,8.079,1.9,1.906,NA,NA,1.6,1.557,NA,NA,2001.38672142368,0.485,1.621,NA,NA,0.0430000000000001,NA,2.149,"2001"
2001-05-21,"Marsh Elder",11,1,3,9,0,0,10,0.39,2.62,3.01,0.01,0,0,14.07,3.04545454545455,7.26,6.87,12.61,9.99,1.9,1.89,NA,NA,NA,NA,NA,NA,2001.38672142368,0.39,2.62,0.01,NA,NA,NA,3.02,"2001"
2001-05-21,"Marsh Elder",14,1,3,14,1,0.0714285714285714,0,0.4,3.38,3.78,0.05,0,-0.016,9.57142857142857,2.125,7.37,6.97,14.42,11.04,1.95,1.9,NA,NA,1.54,1.556,NA,NA,2001.38672142368,0.4,3.38,0.05,NA,NA,NA,3.83,"2001"
2001-05-21,"Marsh Elder",18,0,NA,18,0,0,0,0.397,2.691,3.088,0,0.45,0,10.2388888888889,1.94444444444444,7.36,6.963,13.1,10.409,NA,NA,4.91,4.46,NA,NA,NA,NA,2001.38672142368,0.397,2.691,NA,0.45,NA,NA,3.538,"2001"
2001-06-04,"Marsh Elder",14,0,NA,0,NA,NA,NA,0.0960000000000001,1.919,2.015,0,0,0,NA,2.07142857142857,6.923,6.827,11.567,9.648,NA,NA,NA,NA,NA,NA,NA,NA,2001.4250513347,0.0960000000000001,1.919,NA,NA,NA,NA,2.015,"2001"
2001-06-04,"Marsh Elder",15,0,NA,0,NA,NA,NA,NA,NA,NA,0.00800000000000001,0,-0.014,16.475,2.43333333333333,7.2,8.005,9.975,8.429,1.961,1.953,NA,NA,1.505,1.519,NA,NA,2001.4250513347,NA,1.546,0.00800000000000001,NA,NA,NA,1.554,"2001"
2001-06-04,"Marsh Elder",23,1,3,0,NA,NA,10,0.44,1.838,2.278,0.0390000000000001,0.527999999999999,0,12.19,2.28260869565217,7.337,6.897,10.807,8.969,2.068,2.029,28.808,28.28,NA,NA,NA,NA,2001.4250513347,0.44,1.838,0.0390000000000001,0.527999999999999,NA,NA,2.845,"2001"
2001-06-04,"Barnegat Inlet",11,4,7,0,NA,NA,9,0.508,1.434,1.942,0.0979999999999999,0.294,0,11.6545454545455,2,7.493,6.985,9.133,7.699,2.28,2.182,23.282,22.988,NA,NA,NA,NA,2001.4250513347,0.508,1.434,0.0979999999999999,0.294,NA,NA,2.334,"2001"
2001-06-04,"Barnegat Inlet",19,3,7,0,NA,NA,15,0.914000000000001,1.032,1.946,0.134,0.266000000000002,0.117,20.8,3.36111111111111,7.918,7.004,3.715,2.683,2.34,2.206,25.629,25.363,1.854,1.737,NA,NA,2001.4250513347,0.914000000000001,1.032,0.134,0.266000000000002,0.117,NA,2.463,"2001"
2001-06-04,"Barnegat Inlet",9,11,20,0,NA,NA,28,0.827999999999999,1.498,2.326,0.133,0.159000000000002,0,13.6333333333333,2.27777777777778,7.885,7.057,9.103,7.605,2.233,2.1,27.379,27.22,NA,NA,NA,NA,2001.4250513347,0.827999999999999,1.498,0.133,0.159000000000002,NA,NA,2.618,"2001"
2001-06-04,"Shelter Island",14,0,0,0,NA,NA,0,0.189,2.881,3.07,0.181,0,0.014,8.86153846153846,1.89285714285714,7.076,6.887,9.775,6.894,2.281,2.1,NA,NA,1.562,1.548,NA,NA,2001.4250513347,0.189,2.881,0.181,NA,0.014,NA,3.265,"2001"
2001-06-04,"Shelter Island",0,0,0,0,NA,NA,0,0.0250000000000004,0.722999999999999,0.747999999999999,0.732,0,0,NA,NA,6.94,6.915,8.03,7.307,3.78,3.048,NA,NA,NA,NA,NA,NA,2001.4250513347,0.0250000000000004,0.722999999999999,0.732,NA,NA,NA,1.48,"2001"
2001-06-04,"Shelter Island",19,0,0,0,NA,NA,0,0.291,1.895,2.186,0.173,0.379000000000001,0.002,11.7375,2.28947368421053,7.038,6.747,11.113,9.218,2.416,2.243,25.718,25.339,1.546,1.544,NA,NA,2001.4250513347,0.291,1.895,0.173,0.379000000000001,0.002,NA,2.74,"2001"
2001-06-29,"Shelter Island",7,0,0,7,0,0,0,0.186,0.122,0.308,0.00900000000000012,0.0269999999999975,0,10.2142857142857,2.14285714285714,6.892,6.706,7.091,6.969,1.911,1.902,28.048,28.021,NA,NA,NA,NA,2001.49349760438,0.186,0.122,0.00900000000000012,0.0269999999999975,NA,NA,0.343999999999997,"2001"
2001-06-29,"Shelter Island",6,0,0,5,0,0,0,0.154,0.0640000000000001,0.218,0.00499999999999989,0.0800000000000018,0,11.12,1.66666666666667,7.034,6.88,6.973,6.909,1.547,1.542,28.719,28.639,NA,NA,NA,NA,2001.49349760438,0.154,0.0640000000000001,0.00499999999999989,0.0800000000000018,NA,NA,0.303000000000002,"2001"
2001-06-29,"Shelter Island",8,0,0,8,1,0.125,0,0.124,0.306,0.43,0.014,0.073,0,9.27142857142857,1.75,6.77,6.646,7.434,7.128,1.297,1.283,1.573,1.5,0,0,NA,NA,2001.49349760438,0.124,0.306,0.014,0.073,0,NA,0.517,"2001"
2001-06-29,"Barnegat Inlet",11,0,0,4,0,0,0,0.23,1.965,2.195,0.872,1.056,0,11.475,1.5,7.159,6.929,9.998,8.033,8.106,7.234,5.12,4.064,NA,NA,NA,NA,2001.49349760438,0.23,1.965,0.872,1.056,NA,NA,4.123,"2001"
2001-06-29,"Barnegat Inlet",2,0,0,2,0,0,0,0.0540000000000003,0.0529999999999999,0.107,5.158,1.462,0,9,1,6.86,6.806,2.254,2.201,14.109,8.951,6.685,5.223,NA,NA,NA,NA,2001.49349760438,0.0540000000000003,0.0529999999999999,5.158,1.462,NA,NA,6.727,"2001"
2001-06-29,"Barnegat Inlet",3,0,0,3,0,0,0,0.0750000000000002,0.981999999999999,1.057,0.591,0.117000000000001,0,8.76666666666667,2,6.862,6.787,8.302,7.32,2.637,2.046,25.276,25.159,NA,NA,NA,NA,2001.49349760438,0.0750000000000002,0.981999999999999,0.591,0.117000000000001,NA,NA,1.765,"2001"
2001-06-29,"Marsh Elder",9,0,0,0,NA,NA,0,0.204,0.533,0.737,0,1.948,0,10.2142857142857,2.16666666666667,7.608,7.404,7.533,7,0,0,1.948,NA,NA,NA,NA,NA,2001.49349760438,0.204,0.533,0,NA,NA,NA,0.737,"2001"
2001-06-29,"Marsh Elder",9,0,0,9,0,0,0,0.589,1.604,2.193,0,0.306,0,13.0333333333333,2.5,7.528,6.939,9.542,7.938,0,0,2.545,2.239,0,0,NA,NA,2001.49349760438,0.589,1.604,0,0.306,0,NA,2.499,"2001"
2001-06-29,"Marsh Elder",8,0,NA,7,0,0,NA,0.164,0.591,0.755,0,0.240000000000002,0,7.58571428571429,2.3125,2.107,1.943,2.878,2.287,NA,NA,27.19,26.95,NA,NA,NA,NA,2001.49349760438,0.164,0.591,NA,0.240000000000002,NA,NA,0.995000000000002,"2001"
2001-07-12,"Marsh Elder",37,0,0,33,1,0.0303030303030303,0,1.298,2.393,3.691,0,0.667999999999999,0,12.0565217391304,2.04347826086957,8.486,7.188,11.074,8.681,NA,NA,34.219,33.551,NA,NA,NA,NA,2001.52908966461,1.298,2.393,NA,0.667999999999999,NA,NA,4.359,"2001"
2001-07-12,"Marsh Elder",36,0,NA,31,1,0.032258064516129,NA,0.933,2.325,3.258,0.0130000000000001,0.408000000000001,0,11.0826086956522,2,8.045,7.112,10.422,8.097,1.538,1.525,27.318,26.91,NA,NA,NA,NA,2001.52908966461,0.933,2.325,0.0130000000000001,0.408000000000001,NA,NA,3.679,"2001"
2001-07-12,"Marsh Elder",21,0,0,19,2,0.105263157894737,0,1.195,2.526,3.721,0,0.352,0,14.4736842105263,2.38095238095238,8.347,7.152,12.431,9.905,NA,NA,29.806,29.454,NA,NA,NA,NA,2001.52908966461,1.195,2.526,NA,0.352,NA,NA,4.073,"2001"
2001-07-12,"Shelter Island",17,0,0,17,0,0,0,0.351999999999999,1.239,1.591,0.452,0.57,0,9.47058823529412,1.97647058823529,7.055,6.703,8.72,7.481,2.797,2.345,23.655,23.085,NA,NA,NA,NA,2001.52908966461,0.351999999999999,1.239,0.452,0.57,NA,NA,2.613,"2001"
2001-07-12,"Shelter Island",30,0,0,30,1,0.0333333333333333,0,0.681,1.625,2.306,0.044,0.61,0,10.3695652173913,2.1304347826087,7.784,7.103,9.376,7.751,1.933,1.889,3.213,2.603,NA,NA,NA,NA,2001.52908966461,0.681,1.625,0.044,0.61,NA,NA,2.96,"2001"
2001-07-12,"Shelter Island",22,0,0,22,0,0,0,0.403,1.97,2.373,0.093,0.67,0,8.02272727272727,2.13636363636364,7.409,7.006,9.923,7.953,1.411,1.318,2.597,1.927,NA,NA,NA,NA,2001.52908966461,0.403,1.97,0.093,0.67,NA,NA,3.136,"2001"
2001-07-13,"Barnegat Inlet",11,1,1,10,1,0.1,0,0.49,0.608000000000001,1.098,0.343,0.190999999999999,0,14.6,2.29166666666667,7.538,7.048,7.94,7.332,2.385,2.042,25.236,25.045,NA,NA,NA,NA,2001.5318275154,0.49,0.608000000000001,0.343,0.190999999999999,NA,NA,1.632,"2001"
2001-07-13,"Barnegat Inlet",10,0,0,10,1,0.1,0,0.218,1.498,1.716,0.894,0.396999999999998,0,9.73,1.7,7.205,6.987,9.724,8.226,3.248,2.354,29.391,28.994,NA,NA,NA,NA,2001.5318275154,0.218,1.498,0.894,0.396999999999998,NA,NA,3.007,"2001"
2001-07-13,"Barnegat Inlet",11,0,0,11,2,0.181818181818182,0,0.388,1.998,2.386,0.442,0.182000000000002,0,11.8,2.18181818181818,7.287,6.899,10.035,8.037,2.365,1.923,23.012,22.83,NA,NA,NA,NA,2001.5318275154,0.388,1.998,0.442,0.182000000000002,NA,NA,3.01,"2001"
2001-07-23,"Barnegat Inlet",5,0,0,5,0,0,0,0.219,2.36,2.579,1.896,0.304,0,9.2,2.3,6.844,6.625,11.85,9.49,11.86,9.964,2.179,1.875,NA,NA,NA,NA,2001.55920602327,0.219,2.36,1.896,0.304,NA,NA,4.779,"2001"
2001-07-23,"Barnegat Inlet",8,0,0,8,0,0,0,0.326,2.284,2.61,0.690999999999999,0.402000000000001,0,10.6875,2.25,7.345,7.019,11.725,9.441,27.299,26.608,28.381,27.979,NA,NA,NA,NA,2001.55920602327,0.326,2.284,0.690999999999999,0.402000000000001,NA,NA,3.703,"2001"
2001-07-23,"Barnegat Inlet",10,0,0,10,0,0,0,0.486000000000001,1.61,2.096,0.663,0.254999999999999,0,13.81,2.05,7.198,6.712,9.536,7.926,26.872,26.209,24.334,24.079,NA,NA,NA,NA,2001.55920602327,0.486000000000001,1.61,0.663,0.254999999999999,NA,NA,3.014,"2001"
2001-07-23,"Shelter Island",23,0,0,20,1,0.05,0,0.67,1.33,2,0.016,0.591000000000001,0,15.32,2.04347826086957,7.602,6.932,8.773,7.443,1.292,1.276,29.235,28.644,NA,NA,NA,NA,2001.55920602327,0.67,1.33,0.016,0.591000000000001,NA,NA,2.607,"2001"
2001-07-23,"Shelter Island",19,0,0,19,0,0,0,0.543,0.678,1.221,0.0339999999999989,0.108999999999998,0,15.6842105263158,2.28947368421053,7.307,6.764,7.905,7.227,27.192,27.158,26.423,26.314,NA,NA,NA,NA,2001.55920602327,0.543,0.678,0.0339999999999989,0.108999999999998,NA,NA,1.364,"2001"
2001-07-23,"Shelter Island",9,0,0,9,0,0,0,0.23,1.008,1.238,0,0.193,0,11.8333333333333,1.94444444444444,7.193,6.963,8.2,7.192,NA,NA,2.223,2.03,NA,NA,NA,NA,2001.55920602327,0.23,1.008,NA,0.193,NA,NA,1.431,"2001"
2001-07-23,"Marsh Elder",13,0,0,0,NA,NA,0,0.393,1.837,2.23,0,0.472000000000001,0,10,2.26923076923077,7.342,6.949,10.979,9.142,NA,NA,26.791,26.319,NA,NA,NA,NA,2001.55920602327,0.393,1.837,NA,0.472000000000001,NA,NA,2.702,"2001"
2001-07-23,"Marsh Elder",13,0,0,13,0,0,0,0.654999999999999,0.734000000000001,1.389,0,0.170999999999999,0,13.0384615384615,2.92307692307692,7.664,7.009,8.438,7.704,NA,NA,24.559,24.388,NA,NA,NA,NA,2001.55920602327,0.654999999999999,0.734000000000001,NA,0.170999999999999,NA,NA,1.56,"2001"
2001-07-23,"Marsh Elder",25,0,0,25,3,0.12,0,1.531,1.493,3.024,0.0600000000000001,0.443000000000001,0,18.544,2.42307692307692,8.98,7.449,10.009,8.516,2.043,1.983,30.193,29.75,NA,NA,NA,NA,2001.55920602327,1.531,1.493,0.0600000000000001,0.443000000000001,NA,NA,3.527,"2001"
2001-08-06,"Shelter Island",39,0,0,39,1,0.0256410256410256,0,0.992999999999999,1.14,2.133,0,0,0,12.6162162162162,1.63888888888889,8.068,7.075,8.385,7.245,NA,NA,NA,NA,NA,NA,NA,NA,2001.59753593429,0.992999999999999,1.14,NA,NA,NA,NA,2.133,"2001"
2001-08-06,"Shelter Island",24,0,0,0,NA,NA,0,0.451,1.029,1.48,0,0.230999999999998,0,13.0666666666667,2,7.446,6.995,8.225,7.196,NA,NA,27.299,27.068,NA,NA,NA,NA,2001.59753593429,0.451,1.029,NA,0.230999999999998,NA,NA,1.711,"2001"
2001-08-06,"Shelter Island",20,0,0,19,0,0,0,0.631,0.957999999999999,1.589,0.0469999999999999,0,0,13.3052631578947,1.925,7.657,7.026,8.248,7.29,1.349,1.302,NA,NA,NA,NA,NA,NA,2001.59753593429,0.631,0.957999999999999,0.0469999999999999,NA,NA,NA,1.636,"2001"
2001-08-06,"Marsh Elder",20,0,0,0,NA,NA,0,0.687,1.509,2.196,0.00700000000000012,0.0749999999999993,0,9.445,2.21052631578947,7.652,6.965,9.448,7.939,1.286,1.279,27.218,27.143,NA,NA,NA,NA,2001.59753593429,0.687,1.509,0.00700000000000012,0.0749999999999993,NA,NA,2.278,"2001"
2001-08-06,"Marsh Elder",35,0,0,0,NA,NA,0,0.951000000000001,2.264,3.215,0.032,0.125,0,9.08,2.24285714285714,8.169,7.218,10.724,8.46,26.267,26.235,28.949,28.824,NA,NA,NA,NA,2001.59753593429,0.951000000000001,2.264,0.032,0.125,NA,NA,3.372,"2001"
2001-08-06,"Marsh Elder",33,0,0,29,0,0,0,1.217,-1.546,NA,0.002,0.0640000000000001,0,8.97931034482759,2.45454545454545,8.357,7.14,8.36,9.906,1.298,1.296,1.673,1.609,NA,NA,NA,NA,2001.59753593429,1.217,NA,0.002,0.0640000000000001,NA,NA,1.283,"2001"
2001-08-07,"Barnegat Inlet",12,0,0,12,0,0,0,0.406000000000001,1.424,1.83,0.05,0.478000000000002,0,8.21666666666667,1.95833333333333,7.437,7.031,9.959,8.535,1.961,1.911,27.195,26.717,NA,NA,NA,NA,2001.60027378508,0.406000000000001,1.424,0.05,0.478000000000002,NA,NA,2.358,"2001"
2001-08-07,"Barnegat Inlet",6,0,0,0,NA,NA,0,0.122,0.995000000000001,1.117,0.599,0.407,0,7.06666666666667,2.08333333333333,6.999,6.877,8.268,7.273,2.567,1.968,2.301,1.894,NA,NA,NA,NA,2001.60027378508,0.122,0.995000000000001,0.599,0.407,NA,NA,2.123,"2001"
2001-08-07,"Barnegat Inlet",3,0,0,3,0,0,0,0.135,2.082,2.217,0.369,0.803999999999998,0,8.56666666666667,1.5,7.107,6.972,10.265,8.183,2.345,1.976,28.336,27.532,NA,NA,NA,NA,2001.60027378508,0.135,2.082,0.369,0.803999999999998,NA,NA,3.39,"2001"
2001-08-21,"Barnegat Inlet",26,0,0,0,NA,NA,0,0.342,2.055,2.397,0.0289999999999999,0,0,7.63461538461539,1.63461538461538,7.27,6.928,9.958,7.903,1.315,1.286,NA,NA,NA,NA,NA,NA,2001.6386036961,0.342,2.055,0.0289999999999999,NA,NA,NA,2.426,"2001"
2001-08-21,"Barnegat Inlet",12,0,0,0,NA,NA,0,0.382,1.967,2.349,0.077,0.525000000000002,0,9.41666666666667,1.91666666666667,7.281,6.899,9.765,7.798,1.411,1.334,27.841,27.316,NA,NA,NA,NA,2001.6386036961,0.382,1.967,0.077,0.525000000000002,NA,NA,2.951,"2001"
2001-08-21,"Barnegat Inlet",23,0,0,0,NA,NA,0,0.603,2.246,2.849,0.385,0,0,8.78260869565217,2.08695652173913,7.637,7.034,9.934,7.688,2.544,2.159,NA,NA,NA,NA,NA,NA,2001.6386036961,0.603,2.246,0.385,NA,NA,NA,3.234,"2001"
2001-08-21,"Shelter Island",28,0,0,0,NA,NA,0,0.707,0.755999999999999,1.463,0,0,0,12.1964285714286,1.67857142857143,7.649,6.942,7.879,7.123,NA,NA,NA,NA,NA,NA,NA,NA,2001.6386036961,0.707,0.755999999999999,NA,NA,NA,NA,1.463,"2001"
2001-08-21,"Shelter Island",8,0,0,8,0,0,0,0.15,0.18,0.33,0,0.0839999999999996,0,4.1875,2,1.46,1.31,1.563,1.383,NA,NA,26.305,26.221,NA,NA,NA,NA,2001.6386036961,0.15,0.18,NA,0.0839999999999996,NA,NA,0.413999999999999,"2001"
2001-08-21,"Shelter Island",29,0,0,29,0,0,0,0.72,0.674,1.394,0,0.251000000000001,0,10.3,1.89655172413793,7.89,7.17,7.697,7.023,NA,NA,25.379,25.128,NA,NA,NA,NA,2001.6386036961,0.72,0.674,NA,0.251000000000001,NA,NA,1.645,"2001"
2001-08-21,"Marsh Elder",17,0,0,0,NA,NA,0,0.802,1.524,2.326,0,0.323,0,10.3529411764706,1.91176470588235,7.932,7.13,10.935,9.411,NA,NA,25.138,24.815,NA,NA,NA,NA,2001.6386036961,0.802,1.524,NA,0.323,NA,NA,2.649,"2001"
2001-08-21,"Marsh Elder",28,0,0,0,NA,NA,0,0.787,3.008,3.795,0.0990000000000002,0.429000000000002,0,11.9285714285714,1.72413793103448,7.842,7.055,13.696,10.688,1.477,1.378,27.669,27.24,NA,NA,NA,NA,2001.6386036961,0.787,3.008,0.0990000000000002,0.429000000000002,NA,NA,4.323,"2001"
2001-08-21,"Marsh Elder",32,0,0,32,0,0,0,0.642,1.688,2.33,0.0370000000000001,0.408999999999999,0,8.22258064516129,1.71875,7.74,7.098,10.361,8.673,1.352,1.315,30.197,29.788,NA,NA,NA,NA,2001.6386036961,0.642,1.688,0.0370000000000001,0.408999999999999,NA,NA,2.776,"2001"
